,Model prediction,Ground truth,Array ID
1575,13,17,Train_fc_1575.npy
1576,13,12,Train_fc_1576.npy
1577,8,8,Train_fc_1577.npy
1578,5,4,Train_fc_1578.npy
1579,11,9,Train_fc_1579.npy
1580,7,9,Train_fc_1580.npy
1581,16,23,Train_fc_1581.npy
1582,9,8,Train_fc_1582.npy
1583,1,1,Train_fc_1583.npy
1584,6,4,Train_fc_1584.npy
1585,10,10,Train_fc_1585.npy
1586,13,19,Train_fc_1586.npy
1587,13,13,Train_fc_1587.npy
1588,10,10,Train_fc_1588.npy
1589,15,21,Train_fc_1589.npy
1590,15,16,Train_fc_1590.npy
1591,13,12,Train_fc_1591.npy
1592,11,13,Train_fc_1592.npy
1593,9,10,Train_fc_1593.npy
1594,5,4,Train_fc_1594.npy
1595,16,17,Train_fc_1595.npy
1596,9,8,Train_fc_1596.npy
1597,6,6,Train_fc_1597.npy
1598,11,12,Train_fc_1598.npy
1599,16,14,Train_fc_1599.npy
1600,5,6,Train_fc_1600.npy
1601,12,13,Train_fc_1601.npy
1602,13,14,Train_fc_1602.npy
1603,8,8,Train_fc_1603.npy
1604,13,13,Train_fc_1604.npy
1605,10,9,Train_fc_1605.npy
1606,7,7,Train_fc_1606.npy
1607,9,9,Train_fc_1607.npy
1608,9,11,Train_fc_1608.npy
1609,15,16,Train_fc_1609.npy
1610,11,11,Train_fc_1610.npy
1611,12,12,Train_fc_1611.npy
1612,11,10,Train_fc_1612.npy
1613,11,9,Train_fc_1613.npy
1614,11,8,Train_fc_1614.npy
1615,16,17,Train_fc_1615.npy
1616,8,7,Train_fc_1616.npy
1617,8,11,Train_fc_1617.npy
1618,10,12,Train_fc_1618.npy
1619,12,11,Train_fc_1619.npy
1620,5,8,Train_fc_1620.npy
1621,11,12,Train_fc_1621.npy
1622,13,14,Train_fc_1622.npy
1623,12,11,Train_fc_1623.npy
1624,9,10,Train_fc_1624.npy
1625,9,12,Train_fc_1625.npy
1626,15,17,Train_fc_1626.npy
1627,13,9,Train_fc_1627.npy
1628,0,0,Train_fc_1628.npy
1629,8,5,Train_fc_1629.npy
1630,15,16,Train_fc_1630.npy
1631,9,9,Train_fc_1631.npy
1632,5,2,Train_fc_1632.npy
1633,13,19,Train_fc_1633.npy
1634,13,13,Train_fc_1634.npy
1635,8,8,Train_fc_1635.npy
1636,12,11,Train_fc_1636.npy
1637,6,8,Train_fc_1637.npy
1638,9,8,Train_fc_1638.npy
1639,12,12,Train_fc_1639.npy
1640,11,9,Train_fc_1640.npy
1641,6,8,Train_fc_1641.npy
1642,15,14,Train_fc_1642.npy
1643,0,0,Train_fc_1643.npy
1644,8,10,Train_fc_1644.npy
1645,13,11,Train_fc_1645.npy
1646,9,9,Train_fc_1646.npy
1647,2,3,Train_fc_1647.npy
1648,12,14,Train_fc_1648.npy
1649,9,8,Train_fc_1649.npy
1650,16,18,Train_fc_1650.npy
1651,11,10,Train_fc_1651.npy
1652,9,12,Train_fc_1652.npy
1653,13,10,Train_fc_1653.npy
1654,5,8,Train_fc_1654.npy
1655,16,15,Train_fc_1655.npy
1656,11,8,Train_fc_1656.npy
1657,16,15,Train_fc_1657.npy
1658,13,15,Train_fc_1658.npy
1659,13,13,Train_fc_1659.npy
1660,16,19,Train_fc_1660.npy
1661,7,7,Train_fc_1661.npy
1662,15,15,Train_fc_1662.npy
1663,13,14,Train_fc_1663.npy
1664,11,10,Train_fc_1664.npy
1665,12,14,Train_fc_1665.npy
1666,9,9,Train_fc_1666.npy
1667,9,8,Train_fc_1667.npy
1668,11,10,Train_fc_1668.npy
1669,11,10,Train_fc_1669.npy
1670,15,11,Train_fc_1670.npy
1671,5,4,Train_fc_1671.npy
1672,6,7,Train_fc_1672.npy
1673,13,15,Train_fc_1673.npy
1674,3,3,Train_fc_1674.npy
1675,9,10,Train_fc_1675.npy
1676,12,11,Train_fc_1676.npy
1677,13,13,Train_fc_1677.npy
1678,9,8,Train_fc_1678.npy
1679,15,15,Train_fc_1679.npy
1680,1,1,Train_fc_1680.npy
1681,13,13,Train_fc_1681.npy
1682,5,5,Train_fc_1682.npy
1683,13,21,Train_fc_1683.npy
1684,16,14,Train_fc_1684.npy
1685,9,7,Train_fc_1685.npy
1686,8,10,Train_fc_1686.npy
1687,9,11,Train_fc_1687.npy
1688,9,8,Train_fc_1688.npy
1689,13,13,Train_fc_1689.npy
1690,6,6,Train_fc_1690.npy
1691,15,18,Train_fc_1691.npy
1692,7,8,Train_fc_1692.npy
1693,13,13,Train_fc_1693.npy
1694,10,12,Train_fc_1694.npy
1695,13,13,Train_fc_1695.npy
1696,6,7,Train_fc_1696.npy
1697,7,7,Train_fc_1697.npy
1698,11,12,Train_fc_1698.npy
1699,15,20,Train_fc_1699.npy
1700,6,7,Train_fc_1700.npy
1701,5,6,Train_fc_1701.npy
1702,15,14,Train_fc_1702.npy
1703,7,7,Train_fc_1703.npy
1704,0,0,Train_fc_1704.npy
1705,11,11,Train_fc_1705.npy
1706,10,11,Train_fc_1706.npy
1707,2,2,Train_fc_1707.npy
1708,16,21,Train_fc_1708.npy
1709,6,8,Train_fc_1709.npy
1710,6,5,Train_fc_1710.npy
1711,13,15,Train_fc_1711.npy
1712,7,4,Train_fc_1712.npy
1713,15,20,Train_fc_1713.npy
1714,6,8,Train_fc_1714.npy
1715,15,17,Train_fc_1715.npy
1716,11,12,Train_fc_1716.npy
1717,9,8,Train_fc_1717.npy
1718,15,15,Train_fc_1718.npy
1719,12,12,Train_fc_1719.npy
1720,13,13,Train_fc_1720.npy
1721,12,12,Train_fc_1721.npy
1722,6,8,Train_fc_1722.npy
1723,3,5,Train_fc_1723.npy
1724,16,19,Train_fc_1724.npy
1725,3,2,Train_fc_1725.npy
1726,12,13,Train_fc_1726.npy
1727,9,8,Train_fc_1727.npy
1728,10,9,Train_fc_1728.npy
1729,13,14,Train_fc_1729.npy
1730,9,9,Train_fc_1730.npy
1731,0,0,Train_fc_1731.npy
1732,13,17,Train_fc_1732.npy
1733,9,9,Train_fc_1733.npy
1734,10,7,Train_fc_1734.npy
1735,9,7,Train_fc_1735.npy
1736,9,10,Train_fc_1736.npy
1737,5,5,Train_fc_1737.npy
1738,2,2,Train_fc_1738.npy
1739,7,8,Train_fc_1739.npy
1740,13,12,Train_fc_1740.npy
1741,12,9,Train_fc_1741.npy
1742,6,6,Train_fc_1742.npy
1743,5,4,Train_fc_1743.npy
1744,8,9,Train_fc_1744.npy
1745,13,14,Train_fc_1745.npy
1746,13,11,Train_fc_1746.npy
1747,3,3,Train_fc_1747.npy
1748,6,7,Train_fc_1748.npy
1749,9,12,Train_fc_1749.npy
1750,5,5,Train_fc_1750.npy
1751,9,12,Train_fc_1751.npy
1752,12,13,Train_fc_1752.npy
1753,3,3,Train_fc_1753.npy
1754,2,2,Train_fc_1754.npy
1755,3,3,Train_fc_1755.npy
1756,3,3,Train_fc_1756.npy
1757,2,2,Train_fc_1757.npy
1758,11,9,Train_fc_1758.npy
1759,7,8,Train_fc_1759.npy
1760,12,13,Train_fc_1760.npy
1761,6,4,Train_fc_1761.npy
1762,12,13,Train_fc_1762.npy
1763,13,10,Train_fc_1763.npy
1764,7,7,Train_fc_1764.npy
1765,9,8,Train_fc_1765.npy
1766,6,8,Train_fc_1766.npy
1767,9,8,Train_fc_1767.npy
1768,12,11,Train_fc_1768.npy
1769,15,14,Train_fc_1769.npy
1770,2,2,Train_fc_1770.npy
1771,9,10,Train_fc_1771.npy
1772,10,11,Train_fc_1772.npy
1773,15,17,Train_fc_1773.npy
1774,13,14,Train_fc_1774.npy
1775,16,16,Train_fc_1775.npy
1776,15,14,Train_fc_1776.npy
1777,8,7,Train_fc_1777.npy
1778,13,11,Train_fc_1778.npy
1779,15,17,Train_fc_1779.npy
1780,7,8,Train_fc_1780.npy
1781,12,10,Train_fc_1781.npy
1782,13,16,Train_fc_1782.npy
1783,13,14,Train_fc_1783.npy
1784,13,19,Train_fc_1784.npy
1785,6,6,Train_fc_1785.npy
1786,13,14,Train_fc_1786.npy
1787,6,6,Train_fc_1787.npy
1788,13,17,Train_fc_1788.npy
1789,11,12,Train_fc_1789.npy
1790,8,8,Train_fc_1790.npy
1791,11,10,Train_fc_1791.npy
1792,13,14,Train_fc_1792.npy
1793,16,18,Train_fc_1793.npy
1794,8,9,Train_fc_1794.npy
1795,13,14,Train_fc_1795.npy
1796,2,2,Train_fc_1796.npy
1797,13,11,Train_fc_1797.npy
1798,8,7,Train_fc_1798.npy
1799,16,20,Train_fc_1799.npy
1800,11,9,Train_fc_1800.npy
1801,3,7,Train_fc_1801.npy
1802,15,18,Train_fc_1802.npy
1803,9,9,Train_fc_1803.npy
1804,13,16,Train_fc_1804.npy
1805,7,2,Train_fc_1805.npy
1806,13,13,Train_fc_1806.npy
1807,2,2,Train_fc_1807.npy
1808,6,6,Train_fc_1808.npy
1809,7,6,Train_fc_1809.npy
1810,11,11,Train_fc_1810.npy
1811,15,16,Train_fc_1811.npy
1812,18,18,Train_fc_1812.npy
1813,0,0,Train_fc_1813.npy
1814,8,7,Train_fc_1814.npy
1815,6,5,Train_fc_1815.npy
1816,2,2,Train_fc_1816.npy
1817,11,11,Train_fc_1817.npy
1818,6,7,Train_fc_1818.npy
1819,15,14,Train_fc_1819.npy
1820,12,11,Train_fc_1820.npy
1821,8,10,Train_fc_1821.npy
1822,11,12,Train_fc_1822.npy
1823,8,7,Train_fc_1823.npy
1824,13,18,Train_fc_1824.npy
1825,0,0,Train_fc_1825.npy
1826,13,13,Train_fc_1826.npy
1827,10,11,Train_fc_1827.npy
1828,13,13,Train_fc_1828.npy
1829,9,7,Train_fc_1829.npy
1830,9,9,Train_fc_1830.npy
1831,7,4,Train_fc_1831.npy
1832,3,5,Train_fc_1832.npy
1833,13,13,Train_fc_1833.npy
1834,6,8,Train_fc_1834.npy
1835,0,0,Train_fc_1835.npy
1836,9,8,Train_fc_1836.npy
1837,13,13,Train_fc_1837.npy
1838,2,2,Train_fc_1838.npy
1839,16,16,Train_fc_1839.npy
1840,13,12,Train_fc_1840.npy
1841,16,16,Train_fc_1841.npy
1842,6,6,Train_fc_1842.npy
1843,6,6,Train_fc_1843.npy
1844,13,12,Train_fc_1844.npy
1845,15,16,Train_fc_1845.npy
1846,16,19,Train_fc_1846.npy
1847,11,12,Train_fc_1847.npy
1848,16,17,Train_fc_1848.npy
1849,5,7,Train_fc_1849.npy
1850,6,7,Train_fc_1850.npy
1851,13,13,Train_fc_1851.npy
1852,11,13,Train_fc_1852.npy
1853,9,9,Train_fc_1853.npy
1854,9,8,Train_fc_1854.npy
1855,12,12,Train_fc_1855.npy
1856,13,17,Train_fc_1856.npy
1857,13,11,Train_fc_1857.npy
1858,13,17,Train_fc_1858.npy
1859,2,1,Train_fc_1859.npy
1860,11,9,Train_fc_1860.npy
1861,15,17,Train_fc_1861.npy
1862,11,10,Train_fc_1862.npy
1863,11,8,Train_fc_1863.npy
1864,11,12,Train_fc_1864.npy
1865,8,8,Train_fc_1865.npy
1866,11,9,Train_fc_1866.npy
1867,10,13,Train_fc_1867.npy
1868,9,9,Train_fc_1868.npy
1869,9,8,Train_fc_1869.npy
1870,11,13,Train_fc_1870.npy
1871,12,14,Train_fc_1871.npy
1872,13,17,Train_fc_1872.npy
1873,15,16,Train_fc_1873.npy
1874,1,2,Train_fc_1874.npy
1875,11,11,Train_fc_1875.npy
1876,3,5,Train_fc_1876.npy
1877,11,11,Train_fc_1877.npy
1878,7,7,Train_fc_1878.npy
1879,9,11,Train_fc_1879.npy
1880,13,11,Train_fc_1880.npy
1881,7,7,Train_fc_1881.npy
1882,13,14,Train_fc_1882.npy
1883,10,12,Train_fc_1883.npy
1884,6,4,Train_fc_1884.npy
1885,2,1,Train_fc_1885.npy
1886,10,8,Train_fc_1886.npy
1887,10,11,Train_fc_1887.npy
1888,9,11,Train_fc_1888.npy
1889,13,12,Train_fc_1889.npy
1890,3,2,Train_fc_1890.npy
1891,10,11,Train_fc_1891.npy
1892,13,18,Train_fc_1892.npy
1893,6,5,Train_fc_1893.npy
1894,5,3,Train_fc_1894.npy
1895,1,1,Train_fc_1895.npy
1896,3,6,Train_fc_1896.npy
1897,7,6,Train_fc_1897.npy
1898,11,12,Train_fc_1898.npy
1899,13,12,Train_fc_1899.npy
1900,9,10,Train_fc_1900.npy
1901,5,4,Train_fc_1901.npy
1902,9,7,Train_fc_1902.npy
1903,13,11,Train_fc_1903.npy
1904,6,6,Train_fc_1904.npy
1905,12,15,Train_fc_1905.npy
1906,12,9,Train_fc_1906.npy
1907,13,15,Train_fc_1907.npy
1908,13,16,Train_fc_1908.npy
1909,16,15,Train_fc_1909.npy
1910,15,10,Train_fc_1910.npy
1911,5,5,Train_fc_1911.npy
1912,11,12,Train_fc_1912.npy
1913,9,9,Train_fc_1913.npy
1914,13,14,Train_fc_1914.npy
1915,5,7,Train_fc_1915.npy
1916,9,8,Train_fc_1916.npy
1917,13,14,Train_fc_1917.npy
1918,13,14,Train_fc_1918.npy
1919,11,10,Train_fc_1919.npy
1920,5,3,Train_fc_1920.npy
1921,16,15,Train_fc_1921.npy
1922,7,6,Train_fc_1922.npy
1923,16,14,Train_fc_1923.npy
1924,6,7,Train_fc_1924.npy
1925,9,8,Train_fc_1925.npy
1926,12,11,Train_fc_1926.npy
1927,15,16,Train_fc_1927.npy
1928,16,19,Train_fc_1928.npy
1929,2,4,Train_fc_1929.npy
1930,13,13,Train_fc_1930.npy
1931,6,7,Train_fc_1931.npy
1932,13,12,Train_fc_1932.npy
1933,12,11,Train_fc_1933.npy
1934,9,10,Train_fc_1934.npy
1935,13,13,Train_fc_1935.npy
1936,9,11,Train_fc_1936.npy
1937,9,12,Train_fc_1937.npy
1938,5,6,Train_fc_1938.npy
1939,6,7,Train_fc_1939.npy
1940,0,0,Train_fc_1940.npy
1941,11,11,Train_fc_1941.npy
1942,13,12,Train_fc_1942.npy
1943,11,9,Train_fc_1943.npy
1944,11,11,Train_fc_1944.npy
1945,13,16,Train_fc_1945.npy
1946,9,7,Train_fc_1946.npy
1947,13,10,Train_fc_1947.npy
1948,12,12,Train_fc_1948.npy
1949,9,8,Train_fc_1949.npy
1950,11,10,Train_fc_1950.npy
1951,11,13,Train_fc_1951.npy
1952,15,14,Train_fc_1952.npy
1953,6,10,Train_fc_1953.npy
1954,16,22,Train_fc_1954.npy
1955,9,11,Train_fc_1955.npy
1956,16,20,Train_fc_1956.npy
1957,9,10,Train_fc_1957.npy
1958,13,17,Train_fc_1958.npy
1959,13,14,Train_fc_1959.npy
1960,0,0,Train_fc_1960.npy
1961,13,17,Train_fc_1961.npy
1962,9,11,Train_fc_1962.npy
1963,10,10,Train_fc_1963.npy
1964,11,11,Train_fc_1964.npy
1965,13,14,Train_fc_1965.npy
1966,6,4,Train_fc_1966.npy
1967,10,9,Train_fc_1967.npy
1968,3,5,Train_fc_1968.npy
1969,8,9,Train_fc_1969.npy
1970,12,12,Train_fc_1970.npy
1971,3,5,Train_fc_1971.npy
1972,11,12,Train_fc_1972.npy
1973,16,15,Train_fc_1973.npy
1974,13,11,Train_fc_1974.npy
1975,13,12,Train_fc_1975.npy
1976,9,7,Train_fc_1976.npy
1977,11,11,Train_fc_1977.npy
1978,16,16,Train_fc_1978.npy
1979,6,7,Train_fc_1979.npy
1980,10,12,Train_fc_1980.npy
1981,6,8,Train_fc_1981.npy
1982,8,8,Train_fc_1982.npy
1983,8,8,Train_fc_1983.npy
1984,13,13,Train_fc_1984.npy
1985,9,7,Train_fc_1985.npy
1986,13,14,Train_fc_1986.npy
1987,11,10,Train_fc_1987.npy
1988,13,14,Train_fc_1988.npy
1989,8,7,Train_fc_1989.npy
1990,15,13,Train_fc_1990.npy
1991,16,15,Train_fc_1991.npy
1992,13,14,Train_fc_1992.npy
1993,11,10,Train_fc_1993.npy
1994,13,12,Train_fc_1994.npy
1995,7,6,Train_fc_1995.npy
1996,6,6,Train_fc_1996.npy
1997,9,7,Train_fc_1997.npy
1998,13,13,Train_fc_1998.npy
1999,7,8,Train_fc_1999.npy
2000,7,7,Train_fc_2000.npy
2001,6,6,Train_fc_2001.npy
2002,13,15,Train_fc_2002.npy
2003,7,6,Train_fc_2003.npy
2004,7,7,Train_fc_2004.npy
2005,7,9,Train_fc_2005.npy
2006,13,13,Train_fc_2006.npy
2007,9,8,Train_fc_2007.npy
2008,15,15,Train_fc_2008.npy
2009,9,8,Train_fc_2009.npy
2010,8,9,Train_fc_2010.npy
2011,6,8,Train_fc_2011.npy
2012,6,6,Train_fc_2012.npy
2013,15,16,Train_fc_2013.npy
2014,13,14,Train_fc_2014.npy
2015,11,11,Train_fc_2015.npy
2016,10,8,Train_fc_2016.npy
2017,15,15,Train_fc_2017.npy
2018,13,15,Train_fc_2018.npy
2019,13,15,Train_fc_2019.npy
2020,5,6,Train_fc_2020.npy
2021,13,16,Train_fc_2021.npy
2022,15,18,Train_fc_2022.npy
2023,2,2,Train_fc_2023.npy
2024,9,10,Train_fc_2024.npy
2025,11,10,Train_fc_2025.npy
2026,3,2,Train_fc_2026.npy
2027,6,10,Train_fc_2027.npy
2028,5,5,Train_fc_2028.npy
2029,16,16,Train_fc_2029.npy
2030,16,20,Train_fc_2030.npy
2031,11,10,Train_fc_2031.npy
2032,13,11,Train_fc_2032.npy
2033,11,9,Train_fc_2033.npy
2034,9,7,Train_fc_2034.npy
2035,11,10,Train_fc_2035.npy
2036,13,13,Train_fc_2036.npy
2037,13,14,Train_fc_2037.npy
2038,3,5,Train_fc_2038.npy
2039,5,6,Train_fc_2039.npy
2040,9,8,Train_fc_2040.npy
2041,13,11,Train_fc_2041.npy
2042,13,13,Train_fc_2042.npy
2043,7,9,Train_fc_2043.npy
2044,11,10,Train_fc_2044.npy
2045,13,13,Train_fc_2045.npy
2046,3,4,Train_fc_2046.npy
2047,13,19,Train_fc_2047.npy
2048,0,0,Train_fc_2048.npy
2049,15,13,Train_fc_2049.npy
2050,3,2,Train_fc_2050.npy
2051,2,3,Train_fc_2051.npy
2052,5,6,Train_fc_2052.npy
2053,15,25,Train_fc_2053.npy
2054,12,11,Train_fc_2054.npy
2055,13,16,Train_fc_2055.npy
2056,6,9,Train_fc_2056.npy
2057,12,13,Train_fc_2057.npy
2058,8,9,Train_fc_2058.npy
2059,9,12,Train_fc_2059.npy
2060,9,8,Train_fc_2060.npy
2061,2,3,Train_fc_2061.npy
2062,13,16,Train_fc_2062.npy
2063,15,13,Train_fc_2063.npy
2064,13,14,Train_fc_2064.npy
2065,13,13,Train_fc_2065.npy
2066,7,8,Train_fc_2066.npy
2067,2,2,Train_fc_2067.npy
2068,12,10,Train_fc_2068.npy
2069,13,10,Train_fc_2069.npy
2070,2,3,Train_fc_2070.npy
2071,6,7,Train_fc_2071.npy
2072,11,10,Train_fc_2072.npy
2073,11,9,Train_fc_2073.npy
2074,15,16,Train_fc_2074.npy
2075,9,8,Train_fc_2075.npy
2076,9,10,Train_fc_2076.npy
2077,3,7,Train_fc_2077.npy
2078,9,6,Train_fc_2078.npy
2079,11,13,Train_fc_2079.npy
2080,15,23,Train_fc_2080.npy
2081,8,10,Train_fc_2081.npy
2082,8,9,Train_fc_2082.npy
2083,13,13,Train_fc_2083.npy
2084,7,7,Train_fc_2084.npy
2085,6,7,Train_fc_2085.npy
2086,13,14,Train_fc_2086.npy
2087,6,7,Train_fc_2087.npy
2088,7,5,Train_fc_2088.npy
2089,13,18,Train_fc_2089.npy
2090,11,12,Train_fc_2090.npy
2091,11,12,Train_fc_2091.npy
2092,12,11,Train_fc_2092.npy
2093,9,10,Train_fc_2093.npy
2094,12,11,Train_fc_2094.npy
2095,12,11,Train_fc_2095.npy
2096,5,6,Train_fc_2096.npy
2097,11,12,Train_fc_2097.npy
2098,13,12,Train_fc_2098.npy
2099,12,12,Train_fc_2099.npy
2100,6,7,Train_fc_2100.npy
2101,16,19,Train_fc_2101.npy
2102,9,8,Train_fc_2102.npy
2103,6,7,Train_fc_2103.npy
2104,10,13,Train_fc_2104.npy
2105,9,10,Train_fc_2105.npy
2106,15,13,Train_fc_2106.npy
2107,13,11,Train_fc_2107.npy
2108,12,12,Train_fc_2108.npy
2109,16,16,Train_fc_2109.npy
2110,1,1,Train_fc_2110.npy
2111,11,10,Train_fc_2111.npy
2112,8,7,Train_fc_2112.npy
2113,8,7,Train_fc_2113.npy
2114,13,22,Train_fc_2114.npy
2115,6,8,Train_fc_2115.npy
2116,15,14,Train_fc_2116.npy
2117,12,14,Train_fc_2117.npy
2118,8,9,Train_fc_2118.npy
2119,9,10,Train_fc_2119.npy
2120,13,14,Train_fc_2120.npy
2121,12,11,Train_fc_2121.npy
2122,13,16,Train_fc_2122.npy
2123,13,15,Train_fc_2123.npy
2124,5,7,Train_fc_2124.npy
2125,11,9,Train_fc_2125.npy
2126,8,8,Train_fc_2126.npy
2127,9,9,Train_fc_2127.npy
2128,12,12,Train_fc_2128.npy
2129,16,16,Train_fc_2129.npy
2130,13,14,Train_fc_2130.npy
2131,12,12,Train_fc_2131.npy
2132,13,14,Train_fc_2132.npy
2133,9,7,Train_fc_2133.npy
2134,9,8,Train_fc_2134.npy
2135,9,9,Train_fc_2135.npy
2136,15,10,Train_fc_2136.npy
2137,7,8,Train_fc_2137.npy
2138,8,9,Train_fc_2138.npy
2139,10,9,Train_fc_2139.npy
2140,16,14,Train_fc_2140.npy
2141,9,13,Train_fc_2141.npy
2142,12,11,Train_fc_2142.npy
2143,5,8,Train_fc_2143.npy
2144,13,13,Train_fc_2144.npy
2145,12,13,Train_fc_2145.npy
2146,6,5,Train_fc_2146.npy
2147,11,12,Train_fc_2147.npy
2148,3,4,Train_fc_2148.npy
2149,13,13,Train_fc_2149.npy
2150,13,19,Train_fc_2150.npy
2151,18,17,Train_fc_2151.npy
2152,9,12,Train_fc_2152.npy
2153,5,5,Train_fc_2153.npy
2154,16,19,Train_fc_2154.npy
2155,7,6,Train_fc_2155.npy
2156,6,5,Train_fc_2156.npy
2157,12,12,Train_fc_2157.npy
2158,9,10,Train_fc_2158.npy
2159,9,9,Train_fc_2159.npy
2160,7,8,Train_fc_2160.npy
2161,9,10,Train_fc_2161.npy
2162,13,15,Train_fc_2162.npy
2163,15,18,Train_fc_2163.npy
2164,9,10,Train_fc_2164.npy
2165,13,11,Train_fc_2165.npy
2166,9,9,Train_fc_2166.npy
2167,12,13,Train_fc_2167.npy
2168,15,19,Train_fc_2168.npy
2169,13,12,Train_fc_2169.npy
2170,13,16,Train_fc_2170.npy
2171,1,1,Train_fc_2171.npy
2172,12,11,Train_fc_2172.npy
2173,6,8,Train_fc_2173.npy
2174,11,13,Train_fc_2174.npy
2175,10,10,Train_fc_2175.npy
2176,12,9,Train_fc_2176.npy
2177,13,12,Train_fc_2177.npy
2178,13,14,Train_fc_2178.npy
2179,9,7,Train_fc_2179.npy
2180,9,14,Train_fc_2180.npy
2181,6,4,Train_fc_2181.npy
2182,11,10,Train_fc_2182.npy
2183,9,9,Train_fc_2183.npy
2184,2,2,Train_fc_2184.npy
2185,9,7,Train_fc_2185.npy
2186,9,9,Train_fc_2186.npy
2187,12,12,Train_fc_2187.npy
2188,11,10,Train_fc_2188.npy
2189,0,0,Train_fc_2189.npy
2190,3,5,Train_fc_2190.npy
2191,6,8,Train_fc_2191.npy
2192,12,12,Train_fc_2192.npy
2193,0,1,Train_fc_2193.npy
2194,3,6,Train_fc_2194.npy
2195,12,13,Train_fc_2195.npy
2196,12,12,Train_fc_2196.npy
2197,13,14,Train_fc_2197.npy
2198,9,10,Train_fc_2198.npy
2199,13,14,Train_fc_2199.npy
2200,7,13,Train_fc_2200.npy
2201,13,13,Train_fc_2201.npy
2202,15,15,Train_fc_2202.npy
2203,2,2,Train_fc_2203.npy
2204,10,11,Train_fc_2204.npy
2205,12,12,Train_fc_2205.npy
2206,13,17,Train_fc_2206.npy
2207,8,10,Train_fc_2207.npy
2208,15,16,Train_fc_2208.npy
2209,7,8,Train_fc_2209.npy
2210,12,12,Train_fc_2210.npy
2211,15,17,Train_fc_2211.npy
2212,12,12,Train_fc_2212.npy
2213,9,10,Train_fc_2213.npy
2214,5,6,Train_fc_2214.npy
2215,16,15,Train_fc_2215.npy
2216,13,15,Train_fc_2216.npy
2217,11,13,Train_fc_2217.npy
2218,6,8,Train_fc_2218.npy
2219,9,10,Train_fc_2219.npy
2220,13,15,Train_fc_2220.npy
2221,13,18,Train_fc_2221.npy
2222,11,12,Train_fc_2222.npy
2223,9,9,Train_fc_2223.npy
2224,13,19,Train_fc_2224.npy
2225,15,21,Train_fc_2225.npy
2226,13,13,Train_fc_2226.npy
2227,8,7,Train_fc_2227.npy
2228,8,11,Train_fc_2228.npy
2229,7,8,Train_fc_2229.npy
2230,11,11,Train_fc_2230.npy
2231,9,8,Train_fc_2231.npy
2232,16,19,Train_fc_2232.npy
2233,9,10,Train_fc_2233.npy
2234,11,12,Train_fc_2234.npy
2235,13,14,Train_fc_2235.npy
2236,5,5,Train_fc_2236.npy
2237,15,16,Train_fc_2237.npy
2238,9,8,Train_fc_2238.npy
2239,15,14,Train_fc_2239.npy
2240,13,13,Train_fc_2240.npy
2241,13,12,Train_fc_2241.npy
2242,16,17,Train_fc_2242.npy
2243,11,12,Train_fc_2243.npy
2244,7,5,Train_fc_2244.npy
2245,13,15,Train_fc_2245.npy
2246,13,14,Train_fc_2246.npy
2247,13,14,Train_fc_2247.npy
2248,12,10,Train_fc_2248.npy
2249,9,8,Train_fc_2249.npy
2250,6,9,Train_fc_2250.npy
2251,9,7,Train_fc_2251.npy
2252,9,9,Train_fc_2252.npy
2253,11,12,Train_fc_2253.npy
2254,13,9,Train_fc_2254.npy
2255,5,8,Train_fc_2255.npy
2256,12,15,Train_fc_2256.npy
2257,15,18,Train_fc_2257.npy
2258,13,17,Train_fc_2258.npy
2259,13,15,Train_fc_2259.npy
2260,8,7,Train_fc_2260.npy
2261,15,14,Train_fc_2261.npy
2262,3,3,Train_fc_2262.npy
2263,6,5,Train_fc_2263.npy
2264,6,6,Train_fc_2264.npy
2265,7,6,Train_fc_2265.npy
2266,9,9,Train_fc_2266.npy
2267,12,13,Train_fc_2267.npy
2268,13,14,Train_fc_2268.npy
2269,11,11,Train_fc_2269.npy
2270,16,16,Train_fc_2270.npy
2271,15,14,Train_fc_2271.npy
2272,16,16,Train_fc_2272.npy
2273,13,17,Train_fc_2273.npy
2274,13,14,Train_fc_2274.npy
2275,13,14,Train_fc_2275.npy
2276,13,13,Train_fc_2276.npy
2277,2,2,Train_fc_2277.npy
2278,15,14,Train_fc_2278.npy
2279,12,10,Train_fc_2279.npy
2280,6,6,Train_fc_2280.npy
2281,3,6,Train_fc_2281.npy
2282,15,11,Train_fc_2282.npy
2283,13,14,Train_fc_2283.npy
2284,5,3,Train_fc_2284.npy
2285,7,9,Train_fc_2285.npy
2286,11,12,Train_fc_2286.npy
2287,13,15,Train_fc_2287.npy
2288,5,5,Train_fc_2288.npy
2289,12,12,Train_fc_2289.npy
2290,11,12,Train_fc_2290.npy
2291,9,8,Train_fc_2291.npy
2292,15,16,Train_fc_2292.npy
2293,12,15,Train_fc_2293.npy
2294,13,11,Train_fc_2294.npy
2295,13,14,Train_fc_2295.npy
2296,2,2,Train_fc_2296.npy
2297,7,6,Train_fc_2297.npy
2298,1,1,Train_fc_2298.npy
2299,14,22,Train_fc_2299.npy
2300,15,12,Train_fc_2300.npy
2301,9,10,Train_fc_2301.npy
2302,15,15,Train_fc_2302.npy
2303,9,8,Train_fc_2303.npy
2304,11,11,Train_fc_2304.npy
2305,9,10,Train_fc_2305.npy
2306,13,20,Train_fc_2306.npy
2307,0,0,Train_fc_2307.npy
2308,7,5,Train_fc_2308.npy
2309,9,9,Train_fc_2309.npy
